"adre_a","artesania","codi_postal","coeducaci","comarca","comunicaci_societat_de_la","cultura_i_arts","demarcaci_territorial","diversitat_funcional","dones_grans","drets_humans_i_cooperaci","drets_sexuals_i_reproductius","ecofeminismes","economia_feminista","email","emprenedoria_i_direcci_d","esports","fax","inserci_laboral_i_ocupaci","interculturalitat_i_migraci","jur_dic_legal","lgtbi","lleure","m_n_rural","municipi","organisme","pensaments_feministes_i","promoci_d_activitats_i","salut","sororitat_i_ajuda_m_tua","tel_fon","tipus","treball_de_cura","treball_sexual","viol_ncies_masclistes","web"
"C. Adrià, 4, baixos","No","43004","No","Tarragonès","No","No","Tarragona","No","No","Sí","No","No","No","mariarosallurba@hotmail.com","No","No",,"No","No","No","No","Sí","No","Tarragona","Associació de Dones Jubilades i Pensionistes de Tarragona","No","No","No","Sí","977 21 30 93","Associacions/grup","No","No","No",
"C. Major, 13","No","25430","No","Garrigues","No","Sí","Lleida","No","No","No","No","No","No","donesjunieta@gmail.com","No","No","973 15 00 62","No","No","No","No","Sí","No","Juneda","Associació de Dones Junieta de Juneda","No","Sí","No","No","973 15 02 13","Associacions/grup","No","No","No",
"C. Raval, 47","No","25139","No","Noguera","No","No","Lleida","No","No","No","No","No","No","adoneslaclau@gmail.com","No","No",,"No","No","No","No","Sí","No","Menàrguens","Associació de Dones la Clau de Menàrguens","No","Sí","No","No","660835316","Associacions/grup","No","No","No",
"C. Marina, 5-7, àtic 2a, esc. A","No","08921","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Santa Coloma de Gramenet","Associació de Dones La Coloma","No","No","No","No",,"Associacions/grup","No","No","No",
"Plaça Prat de la Riba, 1","No","25616","No","Noguera","No","No","Lleida","No","No","No","No","No","No","lacolominamontgai@hotmail.com","No","No","973430157","No","No","No","No","Sí","No","Montgai","Associació de Dones la Colomina de Montgai","No","Sí","No","No","973 430005","Associacions/grup","No","No","No",
"c/ De la Font, 13","No","25735","No","Noguera","No","No","Lleida","No","No","No","No","No","No","lacomademeia@hotmail.es","No","No","973 41 50 05","No","No","No","No","Sí","No","Vilanova de Meià","Associació de Dones La Coma","No","Sí","No","No","973 41 50 05","Associacions/grup","No","No","No",
"C. Església, 30","No","43382","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","associacioladalia@gmail.com","No","No","977 81 56 58","No","No","No","No","Sí","No","Maspujols","Associació de Dones La Dàlia de Maspujols","No","No","No","No","977 81 52 10","Associacions/grup","No","No","No","http://daliademaspujols.blogspot.com.es/"
"C. Major, 4","No","43361","No","Priorat","No","Sí","Tarragona","No","No","No","No","No","No","donesfalconera@gmail.com","No","No",,"No","No","No","No","Sí","No","La Morera de Montsant","Associació de Dones La Falconera","No","Sí","No","No","977 82 71 12","Associacions/grup","No","No","No",
"C. Sant Pau 13, despatx 4","No","08800","No","Garraf","No","No","Barcelona","No","No","No","No","No","No","lafrontissa@gmail.com; polka121@hotmail.com","No","No","93 814 24 25","No","No","No","No","Sí","No","Vilanova i la Geltrú","Associació de Dones La Frontissa","No","Sí","No","No","646 811 644","Associacions/grup","No","No","No","http://lafrontissa.wordpress.com/"
"Partida Nova, 8","No","25300","No","Urgell","No","No","Lleida","No","No","No","No","No","No","ginestaclaravalls@gmail.com","No","No",,"No","No","No","No","Sí","No","Tàrrega","Associació de Dones la Ginesta de Claravalls","No","Sí","No","No","629611847","Associacions/grup","No","No","No",
"C/ Santiago Rossinyol, 9 (Ajuntament)","No","25155","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","laginestaalbages@hotmail.com","No","No",,"No","No","No","No","Sí","No","L'Albagés","Associació de Dones la Ginesta de l'Albagés","No","No","No","No","646939266","Associacions/grup","No","No","No",
"C. Joan Solsona, 2","No","25617","No","Noguera","No","No","Lleida","No","No","No","No","No","No","asdonessentiu@hotmail.es","No","No",,"No","No","No","No","Sí","No","La Sentiu de Sió","Associació de Dones la Guardiola de la Sentiu de Sió","No","No","No","No","973424013","Associacions/grup","No","No","No",
"C/ Major, 12","No","25471","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","associaciodoneslapobla@gmail.com","No","No",,"No","No","No","No","No","No","La Pobla de Cérvoles","Associació de Dones la Jonquera de la Pobla de Cérvoles","No","Sí","No","No","616232325","Associacions/grup","No","No","No",
"Pg. del Centenari, s/n  (Centre Cultural despatx 3)","No","08410","No","Vallès Oriental","No","No","Barcelona","No","No","No","No","No","No","doneslalluna@gmail.com","No","No","93 845 61 86","No","No","No","No","Sí","No","Vilanova del Vallès","Associació de Dones la Lluna","No","No","No","No","93 845 98 19","Associacions/grup","No","No","No",
"C. Joan Roig i Piera, 1","No","08880","No","Garraf","No","No","Barcelona","No","No","No","No","No","No","viginia1139@msn.com","No","No","93 895 77 64","No","No","No","No","Sí","No","Cubelles","Associació de Dones La Mar de Cubelles","No","Sí","No","No","680 232 323","Associacions/grup","No","No","No",
"Pl. Arenes, 1","No","43775","No","Priorat","No","No","Tarragona","No","No","No","No","No","No","bsdolors@yahoo.es","No","No","977 17 84 32","No","No","No","No","Sí","No","Marçà","Associació de Dones la Miloquera","No","Sí","No","No","649795409","Associacions/grup","No","No","No",
"C. Major, 11","No","43370","No","Ribera d'Ebre","No","Sí","Terres de l'Ebre","No","No","No","No","No","No","adpalmadebre@gmail.com","No","No","977 819 253","No","No","No","No","Sí","No","La Palma d'Ebre","Associació de Dones la Palma d'Ebre","No","No","No","No","626 338 615","Associacions/grup","No","No","No",
"Pl. de la Quartera, 6, 1","No","43730","No","Priorat","No","No","Tarragona","No","No","No","No","No","No","donesquartera@gmail.com","No","No",,"No","No","No","No","Sí","No","Falset","Associació de Dones la Quartera de Falset","No","Sí","No","No","977 831 138","Associacions/grup","No","No","No",
"C. Major, 21","No","43717","No","Baix Penedès","No","No","Tarragona","No","No","No","No","No","No","adrocaforadada@gmail.com","No","No","977 68 81 75","No","No","No","No","Sí","No","La Bisbal del Penedès","Associació de Dones La Roca Foradada","No","No","No","No","977 68 81 75","Associacions/grup","No","No","No",
"Apartat de correus, 82","No","25400","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","donesrosada@hotmail.com","No","No",,"No","No","No","No","Sí","No","Les Borges Blanques","Associació de Dones La Rosada","No","Sí","No","No","665641264","Associacions/grup","No","No","No",
"C. Major, 8","No","43594","No","Terra Alta","No","No","Terres de l'Ebre","No","No","No","No","No","No","associaciolasaria@gmail.com; dolorscastellnou@gmail.com","No","No",,"No","No","No","No","Sí","No","El Pinell de Brai","Associació de Dones La Saria","No","No","No","No","977426075","Associacions/grup","No","No","No",
"C. Sant Roc, s/n","No","25122","No","Noguera","No","No","Lleida","No","No","No","No","No","No","ajuntament@ivarsnoguera.ddl.net","No","No",,"No","No","No","No","Sí","No","Ivars de Noguera","Associació de Dones la Seroneta d'Ivars de Noguera","No","Sí","No","No","973760329","Associacions/grup","No","No","No",
"Pl. d'Espanya, 8, baixos","No","43786","No","Terra Alta","No","No","Terres de l'Ebre","No","No","No","No","No","No","latempladabatea@hotmail.com","No","No",,"No","No","No","No","Sí","No","Batea","Associació de Dones La Templada","No","Sí","No","No","696 660 999","Associacions/grup","No","No","No",
"Pl. de la Bassa, s/n","No","25161","No","Segrià","No","Sí","Lleida","No","No","No","No","No","No","associaciolatimoneda@gmail.com","No","No","973 13 60 07","No","No","No","No","No","No","Alfés","Associació de Dones la Timoneda d'Alfés","No","Sí","No","No","973136085","Associacions/grup","No","No","No",
"Av. Catalunya, 3","No","43781","No","Terra Alta","No","No","Terres de l'Ebre","No","No","No","No","No","No","donesfata@hotmail.com","No","No","977 41 35 21","No","No","No","No","Sí","No","La Fatarella","Associació de Dones la Tortada de la Fatarella","No","Sí","No","No","977 41 36 70","Associacions/grup","No","No","No",
"Pl. Major, 1","No","43783","No","Terra Alta","No","No","Terres de l'Ebre","No","No","No","No","No","No","latrobada@hotmail.com","No","No","977 43 99 25","No","No","No","No","Sí","No","La Pobla de Massaluca","Associació de Dones la Trobada de la Pobla de Massaluca","No","No","No","No","659 021 211","Associacions/grup","No","No","No",
"Pl. Gravalosa,4","No","17403","No","Selva","No","No","Girona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Sant Hilari Sacalm","Associació de Dones La Violeta de Sant Hilari de Sacalm","No","No","No","No",,"Associacions/grup","No","No","No",
"C. Església, 8","No","08930","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Sant Adrià de Besòs","Associació de Dones l'Agulla Daurada","No","Sí","No","No",,"Associacions/grup","No","No","No",
"C. Major, 2","Sí","25178","No","Segrià","No","No","Lleida","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Almatret","Associació de Dones l'Alba d'Almatret","No","No","No","No","666228667","Associacions/grup","No","No","No",
"Av. Generalitat, 11","No","25230","No","Pla d'Urgell","No","Sí","Lleida","No","No","No","No","No","No","albada.mollerussa@gmail.com","No","No",,"No","No","No","No","Sí","No","Mollerussa","Associació de Dones l'Albada del Pla d'Urgell","No","Sí","No","No","973711246","Associacions/grup","No","No","No",
"Pl. Onze de Setembre, 4","No","43381","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","ada@tinet.org","No","No",,"No","No","No","No","No","No","L'Aleixar","Associació de Dones l'Aleixar (ADA)","No","Sí","No","No","977 81 52 63","Associacions/grup","No","No","No",
"C. Abeurador,1","No","25450","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","donesalosa@gmail.com","No","No",,"No","No","No","No","No","No","L'Albi","Associació de Dones l'Alosa de l'Albi","No","Sí","No","No","606210985","Associacions/grup","No","No","No",
"Pl. Major, 1","No","25165","No","Garrigues","No","Sí","Lleida","No","No","No","No","No","No","doneslamistat@gmail.com","No","No",,"No","No","No","No","Sí","No","Juncosa de les Garrigues","Associació de Dones l'Amistat de Juncosa","No","Sí","No","No","973 12 80 04","Associacions/grup","No","No","No",
"C. Dr. Gassol, 1","No","25264","No","Pla d'Urgell","No","Sí","Lleida","No","No","No","No","No","No","donesanjua@gmail.com","No","No",,"No","No","No","No","Sí","No","Vilanova de Bellpuig","Associació de Dones l'Anjua de Vilanova de Bellpuig","No","Sí","No","No","973324134","Associacions/grup","No","No","No",
"C. Mota, 2","No","25241","No","Pla d'Urgell","No","No","Lleida","No","No","No","No","No","No","dones.golmes@gmail.com","No","No",,"No","No","No","No","Sí","No","Golmés","Associació de Dones l'Argelaga","No","No","No","No","660021721","Associacions/grup","No","No","No",
"C/ La Font, 13","No","25340","No","Urgell","No","No","Lleida","No","No","Sí","No","No","No","donesargila@gmail.com","No","No",,"No","No","No","No","Sí","No","Verdú","Associació de Dones l'Argila","No","Sí","No","No","973347019","Associacions/grup","No","No","No","http://donesargilaverdu.blogspot.com/"
"C. Major, 29","No","43373","No","Priorat","No","No","Tarragona","No","No","No","No","No","No","angelines1916@hotmail.es","No","No",,"No","No","No","No","Sí","No","Cabacés","Associació de Dones l'Aubereda","No","Sí","No","No","977 83 95 24","Associacions/grup","No","No","No",
"C. de Joan Alcover, 7, bústia 15","No","17310","No","Selva","No","No","Girona","No","No","Sí","No","No","No","auroralloret@gmail.com","No","No",,"No","Sí","No","No","No","No","Lloret de Mar","Associació de Dones l'Aurora de Lloret de Mar","No","Sí","No","No","679 338 631","Associacions/grup","No","No","No","http://www.everyoneweb.es/aurora/"
"C. Balaguer, 12","No","25138","No","Noguera","No","No","Lleida","No","No","No","No","No","No","aguedestorrelameu@gmail.com","No","No",,"No","No","No","No","Sí","No","Torrelameu","Associació de Dones les Àguedes de Torrelameu","No","Sí","No","No","973190288","Associacions/grup","No","No","No",
"Pl. de l'Ajuntament, 3","No","25547","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","rosaalemany63@gmail.com","No","No",,"No","No","No","No","Sí","No","El Vilosell","Associació de Dones les Llobes del Vilosell","No","No","No","No","649288362","Associacions/grup","No","No","No",
"C. Pau Casals, 15","No","25410","No","Garrigues","No","No","Lleida","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","Sí","L'Espluga Calba","Associació de Dones les Portelles","No","Sí","No","No",,"Associacions/grup","No","No","No",
"C. de les Escoles, s/n","No","25336","No","Noguera","No","No","Lleida","No","No","No","No","No","No","lesroselles@hotmail.com","No","No",,"No","No","No","No","Sí","No","Bellmunt d'Urgell","Associació de Dones les Roselles","No","Sí","No","No","973 61 04 57","Associacions/grup","No","No","No","http://lesroselles.iespana.es"
"Carrer l'Era, 2","No","25460","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","les7valls@gmail.com","No","No",,"No","No","No","No","Sí","No","Cervià de les Garrigues","Associació de Dones les Set Valls","No","Sí","No","No",,"Associacions/grup","No","No","No",
"Pl. del Mercadal, 1","No","25310","No","Urgell","No","No","Lleida","No","No","No","No","No","No","donesesbarjo@yahoo.es","No","No",,"No","Sí","No","No","Sí","No","Agramunt","Associació de Dones l'Esbarjo d'Agramunt","No","Sí","No","No","973 390367","Associacions/grup","No","No","No",
"Av. de Catalunya, 4","No","25334","No","Urgell","No","Sí","Lleida","No","No","No","No","No","No","assesclatcastellsera@gmail.com","No","No",,"No","No","No","No","Sí","No","Castellserà","Associació de Dones l'Esclat de Castellserà","No","Sí","No","No","973610449","Associacions/grup","No","No","No",
"C/ Arrabal, 18","No","25186","No","Segrià","No","Sí","Lleida","No","No","No","No","No","No","espigallardecans@hotmail.com","No","No","973 13 04 83","No","No","No","No","Sí","No","Llardecans","Associació de Dones l'Espiga de Llardecans","No","Sí","No","No","973 13 03 27","Associacions/grup","No","No","No",
"C. de Sant Blai, 20","No","25413","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","lespigolfloresta@gmail.com","No","No","973 14 10 94","No","No","No","No","Sí","No","La Floresta","Associació de Dones l'Espígol de la Floresta","No","No","No","No","973 14 25 59","Associacions/grup","No","No","No",
"Passeig Moragues, 21","No","25154","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","esplendor.castelldans@hotmail.com","No","No",,"No","No","No","No","Sí","No","Castelldans","Associació de Dones l'Esplendor de Castelldans","No","No","No","No","696775274","Associacions/grup","No","No","No",
"Apartat de correus, 24","No","25260","No","Pla d'Urgell","No","No","Lleida","No","No","No","No","No","No","donesivarsivallverd@gmail.com","No","No",,"No","No","No","No","Sí","No","Ivars d'Urgell","Associació de Dones l'Estany d'Ivars d'Urgell i Vallverd","No","Sí","No","No",,"Associacions/grup","No","No","No",
"C. Oliver, 13","No","25152","No","Garrigues","No","No","Lleida","No","No","Sí","No","No","No","lestel2011@gmail.com","No","No",,"No","No","No","No","Sí","No","El Cogul","Associació de Dones l'Estel","No","No","No","No","973 12 02 52","Associacions/grup","No","No","No",
"C/Esglèsia, 9","No","25133","No","Segrià","No","Sí","Lleida","No","No","No","No","No","No","doneslestel@hotmail.com","No","No",,"No","No","No","No","Sí","No","Vilanova de Segrià","Associació de Dones l'Estel de Vilanova de Segrià","No","Sí","No","No",,"Associacions/grup","No","No","No",
"C/Jaume Ripoll i Vilamajó, 14","No","25263","No","Urgell","No","No","Lleida","No","No","No","No","No","No","bustavico@gmail.com","No","No",,"No","No","No","No","Sí","No","Preixana","Associació de Dones l'Estela de Preixana","No","No","Sí","No","973320729","Associacions/grup","No","No","No",
"C. Germanes Dominiques, 7","No","25140","No","Garrigues","No","No","Lleida","No","No","No","No","No","No","donesarbeca@gmail.com","No","No","973 16 05 78","No","No","No","No","Sí","No","Arbeca","Associació de Dones l'Olivera Arbequina d'Arbeca","No","No","No","No","973 16 00 08","Associacions/grup","No","No","No",
