"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"293","Associació de Dones de Tivenys","+34 977 49 62 33","donesdetivenys@gmail.com","","artesania; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",928,"Carrer Abadia",NA,NA,NA,NA,"43511","Tivenys",NA,"40,907191241","0,51185322"
"294","Associació de Dones de Torrebesses","+34 973 12 60 59","","","cultura i arts; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",700,"Carrer del Portal","3",NA,NA,NA,"25176","Torrebesses",NA,"41,426545104","0,594511722"
"295","Associació de Dones de Torrelles de Foix","+34 938971197","alasogonzalez@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",410,"Carrer Mare de Deu de Foix","2",NA,NA,NA,"08737","Torrelles de Foix",NA,"41,389358595","1,567889561"
"296","Associació de Dones de Valls","+34 977 21 20 10","mariarosallurba@hotmail.com","http://adonesdevalls.blogspot.com.es/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",1001,"Carretera del Pla de Santa Maria","37 A",NA,NA,NA,"43800","Valls",NA,"41,3164113","1,2698644"
"297","Associació de Dones de Ventoses","+34 973 39 06 46","ammjmb@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",756,"Plaça de l'Esglèsia","s/n",NA,NA,NA,"25316","Preixens",NA,"41,79642435","1,012328587"
"298","Associació de Dones de Viladrau","+34 93 884 93 08","dolorspratserrat@hotmail.es; elenacardenal@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Associació de Dones de Vilalba dels Arcs","+34 620175315","dscugat@hotmail.com; donesdevilalba@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",991,"Carrer de Sant Llorenç","4",NA,NA,NA,"43782","Vilalba dels Arcs",NA,"0","0"
"300","Associació de Dones de Vilanova d'Escornalbou i l'Arbocet","+34 690192777","donesviar@gmail.com","","artesania; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",878,"Avinguda de Reus","1",NA,NA,NA,"43311","Vilanova d'Escornalbou",NA,"41,11311923","0,938524993"
"301","Associació de Dones de Vilaplana","+34 ","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",894,"Carrer Àngel Guimerà","8",NA,NA,NA,"43380","Vilaplana",NA,"0","0"
"302","Associació de Dones de Vila-sacra","+34 676637511","adonesvilasacra@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",604,"Plaça de l'Abadia","1",NA,NA,NA,"17485","Vila-sacra",NA,"42,2660406","3,0180324"
"303","Associació de Dones de Vila-sana","+34 670028172","asvilasana@gmail.com","","lleure; món rural; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",736,"Carrer Major","2",NA,NA,NA,"25245","Vila-sana",NA,"41,6627728","0,927102187"
"304","Associació de Dones de Vilassar de Mar, VILADONA","+34 93 759 55 91","pilar.farrero@gmail.com;viladona@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",342,"Carrer de Sant Joan","36",NA,NA,NA,"08340","Vilassar de Mar",NA,"41,503140858","2,392248971"
"305","Associació de Dones de Vimbodí i Poblet","+34 977878222","adonesvimbodi@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",907,"Plaça Major","12",NA,NA,NA,"43430","Vimbodí",NA,"0","0"
"306","Associació de Dones de Vinallop","+34 686552749","donesvinallop@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",934,"Plaça Divina Pastora","2",NA,NA,NA,"43517","Vinallop",NA,"0","0"
"307","Associació de Dones de Vinebre","+34 977 405 074","associaciodonesdevinebre@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",1000,"Carrer Quatre Barres Catalanes","2",NA,"2",NA,"43792","Vinebre",NA,"41,182936965","0,591796587"
"308","Associació de Dones del Baix Empordà","+34 616075443","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Associació de Dones del Barri de la Plana","+34 93 473 65 12","adoneslaplana@esplugues.org","http://doneslaplana.entitats.esplugues.cat/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",528,"Carrer Bruc","40",NA,NA,NA,"08950","Esplugues de Llobregat",NA,"41,370565736","2,084778803"
"310","Associació de Dones del Barri de Remolins","+34 977 445 944","lauramonllaoh@hotmail.com","","artesania; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",926,"Plaça Del Platge","2",NA,NA,NA,"43500","Tortosa",NA,"0","0"
"311","Associació de Dones del Camí de Valls del Districte IV de Reus","+34 977010026","cc.llevant@reus.cat","","drets humans i cooperació; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",868,"Carrer de l'Abad Oliva","31",NA,NA,"Centre Cívic Llevant","43204","Reus",NA,"41,156265126","1,115424809"
"312","Associació de Dones del Centre (L'H)","+34 93 338 64 72","donescentrelh@orange.es","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",463,"Carrer Sant Joan","33",NA,NA,NA,"08901","L'Hospitalet de Llobregat",NA,"41,36210397","2,097036512"
"313","Associació de Dones del Gall","+34 93 473 10 40","mariadf61@hotmail.com","http://doneselgall.esplugues.ppe.entitats.diba.cat/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",529,"Carrer Josep Argemi","48-52",NA,"1",NA,"08950","Esplugues de Llobregat",NA,"41,373615752","2,079539223"
"314","Associació de Dones del Llor","+34 973 55 41 76","esterrius@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",721,"Plaça Major","1",NA,NA,"Local social","25211","Torrefeta -  Florejacs",NA,"0","0"
"315","Associació de Dones del Masroig","+34 977 82 50 38","adonesmasroig@hotmail.es","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",968,"Carrer Nou","5",NA,NA,NA,"43736","El Masroig",NA,"41,126011297","0,732253462"
"316","Associació de Dones del Món Rural Cerdà","+34 973515193","cerdanesrurals@hotmail.es","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",813,"Carrer Major","19",NA,NA,"Cal Sandic","25726","Arànser (Lles de Cerdanya)",NA,"42,4081506","1,6622682"
"317","Associació de Dones del Palau d'Anglesola","+34 600758608","montse.lorite@hotmail.es;associaciodonespalau@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",734,"Carrer de Sant Josep","1",NA,"2",NA,"25243","El Palau d'Anglesola",NA,"41,651559492","0,880782514"
"318","Associació de Dones del Pallars Sobirà","+34 973620999","","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",788,"Carrer Carles Pol i Aleu","5",NA,NA,NA,"25560","Sort",NA,"42,412677187","1,131661928"
"319","Associació de Dones del Príncep de Viana","+34 973224077","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",648,"Carrer Democràcia","19",NA,NA,NA,"25007","Lleida",NA,"41,5282059","0,522191"
"320","Associació de Dones del Solsonès","+34 973 49 28 48","associaciodonessolsones@gmail.com","http://donessolsones.solsonae.cat","drets humans i cooperació; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",744,"Passeig Pare Claret","s/n",NA,NA,"Casa de Cultura","25280","Solsona",NA,"41,994140137","1,514544917"
"321","Associació de Dones del Tenes","+34 93 841 71 12","donesdeltenes@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",257,"Carrer Joan Alcover","65",NA,NA,"Can Salgot","08186","Lliçà d'Amunt",NA,"0","0"
"322","Associació de Dones dels Alamús","+34 660459959","magdapovi63@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",728,"Plaça Sant Martí","1",NA,NA,NA,"25221","Els Alamús",NA,"0","0"
"323","Associació de Dones dels Guiamets","+34 977413015","asdogui@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",988,"Avinguda de la  Carretera","35",NA,NA,NA,"43777","Els Guiamets",NA,"41,101352514","0,752656594"
"324","Associació de Dones d'Els Reguers","+34 977 47 41 11","lamasovera@hotmail.com;mariajo.reguers@yahoo.es;","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",937,"Plaça Regne d'Espanya","5",NA,NA,NA,"43527","Els Reguers",NA,"0","0"
"325","Associació de Dones d'Hostafrancs","+34 973520203","jordina_hosta@hotmail.com","http://associaciodoneshostafrancs.blogspot.com.es/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",722,"Carrer Avall","s/n",NA,NA,NA,"25212","Hostafrancs",NA,"41,736738406","1,243413016"
"326","Associació de Dones d'Oliana","+34 973 47 06 08","","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",822,"Carrer Major","57",NA,NA,NA,"25790","Oliana",NA,"42,066448048","1,314148825"
"327","Associació de Dones Ecofeministes","+34 ","","","ecofeminismes","social_facility","woman","Generalitat de Catalunya","2019-03-29",155,"Carrer Marià Cubí","193",NA,"entl",NA,"08021","Barcelona",NA,"0","0"
"328","Associació de Dones el Lilà de Tarroja de Segarra","+34 973520080","donesellila@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",720,"Carretera de Girona","s/n",NA,NA,NA,"25211","Tarroja de Segarra",NA,"0","0"
"329","Associació de Dones El Poal Sarcènit","+34 973565199","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",681,"Carrer 8 de Maig","26",NA,NA,NA,"25143","El Poal",NA,"41,679686813","0,853641598"
"330","Associació de Dones El Portal","+34 973142269","ajuntament@puiggros.ddl.net","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",776,"Carrer Nou","s/n",NA,NA,NA,"25420","Puiggròs",NA,"41,5512211","0,8894527"
"331","Associació de Dones El Pou de l'Or de Bellvís","+34 973565101","donesbellvis@gmail.com","http://bellvis.ddl.net","lleure; món rural; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",680,"Carrer Domenec Cardenal","1",NA,NA,NA,"25142","Bellvís",NA,"0","0"
"332","Associació de Dones El Roure de la Granadella","+34 696590816","elroure@hotmail.es","http://www.lagranadella.cat/entitats/author/associacio/","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",701,"Plaça de la Vila","33",NA,NA,NA,"25177","La Granadella",NA,"41,35542715","0,664853421"
"333","Associació de Dones el Set d'Aspa","+34 973122113","ajuntament@aspa.cat","","cultura i arts; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",683,"Carrer Major","5",NA,NA,NA,"25151","Aspa",NA,"41,496099865","0,671963644"
"334","Associació de Dones El Setembre de Nalec","+34 973 30 31 00","donesdenalec@gmail.com","","lleure; món rural; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",768,"Carrer Vallbona","1",NA,NA,NA,"25341","Nalec",NA,"41,559840391","1,114733078"
"335","Associació de Dones El Taller","+34 93 371 02 66","asociacioneltaller@gmail.com","http://donestaller.esplugues.ppe.entitats.diba.cat/","drets humans i cooperació; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",530,"Carrer Verge de la Mercè","1",NA,NA,NA,"08950","Esplugues de Llobregat",NA,"41,372298519","2,09756088"
"336","Associació de Dones el Taller de Rodonyà","+34 654566826","associaciodonesrodonya@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1008,"Carrer Renaixement","8",NA,NA,NA,"43812","Rodonyà",NA,"41,280613774","1,395909327"
"337","Associació de Dones Elaia del Soleràs","+34 653798156","doneselaia@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",691,"Carrer Major","s/n",NA,NA,NA,"25163","El Soleràs",NA,"41,4127475","0,6834146"
"338","Associació de Dones Elisenda de Montcada","+34 93 333 81 14","mvigarcia@hotmail.com; ademontcada@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",178,"Carrer Benavent","29-31",NA,"4",NA,"08028","Barcelona",NA,"41,378310739","2,124918869"
"339","Associació de Dones Elna del Pla del Penedès","+34 665 55 72 52","elnadelpla@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",409,"Carrer Plaja","9",NA,NA,NA,"08733","El Pla del Penedès",NA,"0","0"
"340","Associació de Dones Els Muntells","+34 ","lucreciatomas54@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1023,"Carrer César Mayor","s/n",NA,NA,NA,"43879","Els Muntells",NA,"0","0"
"341","Associació de Dones els Vilars dels Omellons","+34 973156186","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",774,"Plaça Major","13",NA,NA,NA,"25412","Els Omellons",NA,"41,5012712","0,959594871"
"342","Associació de Dones Emprenedores de Blanes","+34 972 33 36 18","donesemp@yahoo.es","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",584,"Carrer Horta d'en Creus","40",NA,"3",NA,"17300","Blanes",NA,"41,676009774","2,787823783"
"343","Associació de Dones Empresàries i Emprenedores de les comarques de Tarragona","+34 977 22 10 00","adee@tinet.org","http://www.adeetgn.com","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",828,"Avinguda Pau Casals","17",NA,"2",NA,"43003","Tarragona",NA,"41,1173751","1,24966085"
"344","Associació de Dones Empresàries, Emprenedores i Directives de les Terres de l'Ebre","+34 648 475 340","adede.ebre@gmail.com","","emprenedoria i direcció d'empreses; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",923,"Carrer de Cervantes","7",NA,NA,NA,"43500","Tortosa",NA,"40,858541772","0,523113539"
"345","Associació de Dones Endavant","+34 977 49 38 91","domi80nica@hotmail.com; donesendavant@gmail.com; alquileres465@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1021,"Avinguda del Batlle Josep Pijoan","26",NA,NA,NA,"43860","L'Ametlla de Mar",NA,"40,885628851","0,803031074"
"346","Associació de Dones Esperança de Tornabous","+34 609056468","dones.tornabous@gmail.com","","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",759,"Passatge La Plana","6",NA,NA,NA,"25331","Tornabous",NA,"41,720643922","1,056105954"
